Meteorological Data from PISCES 2 located at the Slave River at Fitzgerald at 15 minute intervals ,,,,,,,,,,,,,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 13:30:00,6.209,316.1,8.5,4.2,16.53,51.22,744.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 13:45:00,5.843,321.3,8.6,3.7,16.71,51.94,744.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 14:00:00,6.003,320.5,8.2,4.2,16.71,51.79,744.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 14:15:00,5.774,322.2,7.5,3.7,16.74,51.59,745.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 14:30:00,6.186,315.8,9.1,3.3,17.11,48.42,745.1,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 14:45:00,5.291,304.4,7.7,3.2,17.12,44.36,745.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 15:00:00,5.083,296.7,7.4,3.3,17.51,41.96,745.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 15:15:00,5.942,308.7,9.0,3.1,17.51,42.88,745.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 15:30:00,5.094,300.0,7.3,2.4,17.69,42.75,745.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 15:45:00,6.586,310.9,9.9,3.4,17.27,45.87,745.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 16:00:00,6.031,308.3,8.0,3.8,17.06,45.96,745.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 16:15:00,6.632,310.6,9.4,3.8,17.36,45.52,745.8,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 16:30:00,6.627,316.7,9.1,4.5,17.26,45.08,746.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 16:45:00,6.646,319.2,8.3,4.8,17.20,46.97,746.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 17:00:00,6.210,316.1,8.3,4.1,17.19,45.46,746.1,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 17:15:00,6.309,317.7,9.5,4.2,17.14,46.27,746.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 17:30:00,5.639,310.7,7.9,3.7,17.25,42.39,746.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 17:45:00,4.400,306.8,5.9,2.4,17.29,41.13,746.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 18:00:00,3.948,305.3,5.4,2.2,17.28,41.71,746.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 18:15:00,3.948,314.8,5.7,2.9,17.19,44.88,746.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 18:30:00,3.619,300.1,5.3,1.9,17.16,42.95,746.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 18:45:00,3.017,302.4,5.3,1.4,17.05,43.46,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 19:00:00,2.806,294.2,3.7,1.8,16.93,42.46,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 19:15:00,2.497,305.6,3.7,1.7,16.66,44.74,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 19:30:00,1.828,289.5,3.1,1.3,16.35,46.98,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 19:45:00,1.356,266.1,1.9,1.0,15.46,56.27,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 20:00:00,1.248,268.4,1.7,1.0,14.33,62.40,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 20:15:00,1.002,273.3,1.3,0.6,13.52,67.61,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 20:30:00,1.127,276.7,1.4,0.8,12.94,73.33,746.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 20:45:00,0.597,254.0,1.1,0.2,12.01,78.62,746.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 21:00:00,0.826,235.4,1.1,0.3,11.75,80.50,746.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 21:15:00,0.854,246.2,1.2,0.5,10.88,82.50,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 21:30:00,0.866,209.5,1.1,0.6,10.83,81.20,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 21:45:00,0.907,227.4,1.3,0.6,10.88,80.50,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 22:00:00,0.844,223.0,1.2,0.5,10.53,81.30,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 22:15:00,0.710,229.5,1.1,0.4,10.61,80.90,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 22:30:00,0.919,251.5,1.2,0.5,10.37,83.10,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 22:45:00,0.804,238.0,1.0,0.5,10.29,81.00,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 23:00:00,0.871,220.9,1.6,0.4,10.25,81.30,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 23:15:00,1.052,200.9,1.5,0.7,10.24,86.70,746.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 23:30:00,1.300,158.4,1.9,0.8,10.54,82.70,746.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 23:45:00,1.589,140.1,2.1,1.1,10.73,77.75,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 00:00:00,1.317,120.8,1.9,0.7,10.41,77.44,746.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 00:15:00,1.848,133.9,2.2,1.4,10.28,75.02,746.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 00:30:00,2.426,133.6,2.8,1.9,10.27,80.60,746.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 00:45:00,2.369,135.5,2.8,1.9,10.19,82.50,746.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 01:00:00,2.189,135.8,2.6,1.6,10.03,82.40,746.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 01:15:00,1.898,131.1,2.3,1.3,9.85,79.24,746.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 01:30:00,1.343,154.4,1.7,0.8,9.52,82.40,746.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 01:45:00,1.314,129.9,1.8,0.8,9.11,84.20,746.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 02:00:00,1.782,114.4,2.2,1.2,9.13,82.10,745.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 02:15:00,1.907,124.1,2.5,1.5,9.04,83.00,745.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 02:30:00,2.337,136.3,3.1,1.8,9.04,84.40,745.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 02:45:00,1.969,132.8,2.6,1.6,9.02,82.70,745.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 03:00:00,2.392,150.3,3.1,1.6,9.16,82.50,745.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 03:15:00,2.066,130.9,2.6,1.6,9.00,80.70,745.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 03:30:00,1.980,129.2,2.4,1.6,8.83,80.80,745.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 03:45:00,1.912,129.1,2.2,1.3,8.78,80.00,745.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 04:00:00,2.086,132.3,2.6,1.6,8.82,78.03,744.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 04:15:00,2.096,134.9,2.6,1.5,8.99,78.45,744.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 04:30:00,2.582,137.7,3.3,1.9,9.26,78.33,744.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 04:45:00,2.870,138.7,4.1,2.2,9.69,74.83,744.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 05:00:00,2.931,138.2,4.4,2.1,9.89,72.94,744.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 05:15:00,2.988,136.3,4.1,2.2,10.14,71.16,744.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 05:30:00,2.970,148.8,3.8,2.5,10.43,69.74,744.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 05:45:00,3.677,153.1,5.4,2.8,10.67,67.53,744.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 06:00:00,3.943,149.9,5.4,3.1,10.78,68.18,743.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 06:15:00,4.084,150.1,4.9,3.2,10.80,68.99,743.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 06:30:00,3.991,151.5,5.0,3.1,10.72,69.42,743.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 06:45:00,4.033,150.7,5.2,3.3,10.70,70.24,743.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 07:00:00,3.787,153.0,4.8,2.8,10.77,71.25,743.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 07:15:00,4.083,151.4,5.3,3.0,10.71,71.23,743.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 07:30:00,4.541,150.4,6.1,3.7,10.64,72.84,742.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 07:45:00,4.596,149.8,6.0,3.8,10.42,74.24,742.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 08:00:00,4.653,150.4,5.9,3.7,10.44,74.52,742.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 08:15:00,4.802,150.5,6.5,3.7,10.51,74.33,742.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 08:30:00,4.674,147.5,6.0,3.4,10.66,73.74,741.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 08:45:00,4.262,147.4,5.7,3.4,11.05,72.19,741.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 09:00:00,4.229,154.2,5.7,2.4,11.52,71.04,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 09:15:00,4.258,154.6,5.6,3.2,12.00,68.84,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 09:30:00,5.026,157.9,7.3,3.2,12.57,66.27,741.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 09:45:00,5.531,156.6,7.3,3.9,12.81,65.23,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 10:00:00,5.897,161.2,7.9,4.2,13.28,62.34,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 10:15:00,5.218,157.7,7.6,3.6,13.78,60.44,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 10:30:00,5.472,161.6,7.4,3.6,14.86,55.78,739.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 10:45:00,5.606,169.3,8.1,3.2,15.53,52.37,739.8,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 11:00:00,6.186,172.6,8.1,4.2,15.78,53.01,739.7,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 11:15:00,5.717,167.0,7.6,3.8,16.09,52.46,739.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 11:30:00,5.788,171.5,7.5,4.1,16.51,51.84,739.4,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 11:45:00,5.434,167.4,7.0,3.4,16.92,50.89,739.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 12:00:00,4.719,168.3,7.0,2.6,17.35,51.22,739.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 12:15:00,5.000,170.2,6.5,3.4,17.77,49.82,739.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 12:30:00,4.374,158.2,7.1,3.0,18.11,49.77,738.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 12:45:00,5.798,156.8,7.6,4.0,18.56,48.85,738.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 13:00:00,5.760,161.2,7.9,3.9,18.97,47.45,738.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 13:15:00,4.906,160.9,7.1,3.4,19.21,48.19,738.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 13:30:00,4.547,155.8,7.7,3.0,19.63,46.42,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 13:45:00,4.847,160.2,8.8,2.2,19.94,46.13,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 14:00:00,5.808,182.0,7.8,3.4,20.18,44.95,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 14:15:00,6.019,187.0,7.4,4.2,20.50,43.85,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 14:30:00,5.944,199.4,8.2,3.6,20.69,43.76,737.9,0.03,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 14:45:00,4.880,207.6,7.6,3.3,20.97,43.12,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 15:00:00,4.350,202.9,8.0,2.1,21.08,43.60,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 15:15:00,4.330,223.8,7.2,1.9,21.22,42.46,737.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 15:30:00,4.252,235.4,7.0,2.0,21.47,40.52,737.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 15:45:00,4.028,220.5,6.8,1.8,21.41,40.07,737.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 16:00:00,3.682,224.4,6.7,1.1,21.54,40.92,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 16:15:00,3.812,220.6,6.5,1.4,21.53,40.10,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 16:30:00,4.131,222.7,6.6,2.0,21.64,39.72,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 16:45:00,3.398,230.1,5.5,2.2,21.73,39.14,737.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 17:00:00,3.171,254.3,6.7,0.9,21.71,39.17,737.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 17:15:00,3.227,250.2,5.1,1.8,21.60,39.63,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 17:30:00,3.089,256.6,4.9,1.6,21.78,39.02,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 17:45:00,2.511,279.2,4.3,1.1,21.60,39.71,737.6,0,0,,,,,,,,,,,
