Water Quality Data from PISCES 2 located at the Slave River at Fitzgerald ,,,,,,,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/30/2012 14:13:00,4.0,18.19,199,8.11,33.3,8.79,93.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/30/2012 16:13:00,4.0,18.09,197,8.11,35.9,8.80,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/30/2012 18:13:00,4.0,18.02,197,8.10,36.0,8.82,93.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/30/2012 20:13:00,4.0,17.91,197,8.11,36.2,8.80,92.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/30/2012 22:13:00,4.0,17.80,197,8.11,34.7,8.83,93.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 00:13:00,4.0,17.68,197,8.10,35.6,8.85,92.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 02:13:00,4.0,17.65,196,8.10,37.7,8.85,92.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 04:13:00,4.0,17.53,195,8.10,36.9,8.86,92.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 06:13:00,4.0,17.50,195,8.10,34.9,8.86,92.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 08:13:00,4.0,17.54,195,8.11,33.6,8.84,92.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 10:13:00,4.0,17.63,195,8.10,35.6,8.86,92.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 12:13:00,4.0,17.94,197,8.10,34.4,8.81,93.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 14:13:00,4.0,18.21,198,8.10,34.9,8.80,93.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 16:13:00,4.0,18.43,200,8.08,34.8,8.78,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 18:13:00,4.0,18.35,202,8.08,35.0,8.79,93.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 20:13:00,4.0,18.04,202,8.07,33.6,8.81,93.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/31/2012 22:13:00,4.0,17.68,202,8.12,32.8,8.85,92.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 00:13:00,4.0,17.47,202,8.15,33.0,8.87,92.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 02:13:00,4.0,17.30,202,8.12,32.3,8.90,92.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 04:13:00,4.0,17.14,202,8.13,32.6,8.90,92.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 06:13:00,4.0,17.01,203,8.12,30.5,8.91,92.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 08:13:00,4.0,17.07,204,8.12,30.3,8.93,92.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 10:13:00,4.0,17.69,206,8.11,30.4,8.86,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 12:13:00,4.0,18.21,209,8.09,30.2,8.84,93.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 14:13:00,4.0,18.50,210,8.07,29.4,8.82,94.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 16:13:00,4.0,18.72,212,8.04,30.5,8.82,94.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 18:13:00,4.0,18.84,212,8.03,31.8,8.80,94.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 20:13:00,4.0,18.31,212,7.93,33.6,8.84,94.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/01/2012 22:13:00,4.0,17.84,210,7.92,33.8,8.87,93.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 00:13:00,4.0,17.57,208,7.99,36.5,8.90,93.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 02:13:00,4.0,17.33,207,8.08,34.5,8.93,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 04:13:00,4.0,17.21,206,8.10,36.9,8.96,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 06:13:00,4.0,17.08,204,8.10,35.7,8.98,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 08:13:00,4.0,17.03,203,8.10,38.4,8.99,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 10:13:00,4.0,17.26,202,8.12,37.9,8.99,93.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 12:13:00,4.0,17.47,201,8.12,39.7,8.98,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 14:13:00,4.0,17.36,198,8.09,39.4,8.99,93.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 16:13:00,4.0,17.10,195,8.07,38.7,9.02,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 18:13:00,4.0,16.92,191,8.04,41.4,9.05,93.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 20:13:00,4.0,16.78,188,8.06,40.4,9.09,93.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/02/2012 22:13:00,4.0,16.67,185,8.08,40.5,9.10,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 00:13:00,4.0,16.57,183,8.08,37.0,9.12,93.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 02:13:00,4.0,16.46,181,8.09,35.4,9.14,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 04:13:00,4.0,16.38,180,8.11,37.7,9.17,93.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 06:13:00,4.0,16.34,178,8.10,37.8,9.19,93.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 08:13:00,4.0,16.32,176,8.09,36.2,9.18,93.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 10:13:00,4.0,16.47,175,8.10,36.4,9.17,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 12:13:00,4.0,16.77,175,8.07,35.2,9.16,94.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 14:13:00,4.0,16.90,175,7.98,38.0,9.17,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 16:13:00,4.0,16.93,176,7.97,37.0,9.16,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 18:13:00,4.0,16.91,176,7.94,37.2,9.17,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 20:13:00,4.0,16.73,177,7.90,37.0,9.17,94.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/03/2012 22:13:00,4.0,16.57,177,8.02,39.8,9.18,94.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 00:13:00,4.0,16.52,178,8.07,39.0,9.18,94.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 02:13:00,4.0,16.43,178,8.12,37.1,9.18,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 04:13:00,4.0,16.43,177,8.09,37.2,9.19,94.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 06:13:00,4.0,16.41,175,8.08,37.5,9.18,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 08:13:00,4.0,16.42,174,8.10,37.2,9.17,93.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 10:13:00,4.0,16.53,174,8.10,40.1,9.16,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 12:13:00,4.0,16.72,176,8.11,42.3,9.15,94.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 14:13:00,4.0,16.97,179,8.09,43.8,9.12,94.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 16:13:00,4.0,17.40,182,8.07,45.0,9.09,94.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 18:13:00,4.0,17.22,181,7.87,45.9,9.09,94.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 20:13:00,4.0,16.84,179,7.86,45.2,9.10,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/04/2012 22:13:00,4.0,16.65,178,8.01,44.6,9.14,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 00:13:00,4.0,16.54,178,8.07,44.8,9.14,93.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 02:13:00,4.0,16.40,177,8.10,45.5,9.14,93.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 04:13:00,4.0,16.22,177,8.11,48.2,9.15,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 06:13:00,4.0,16.00,177,8.11,50.1,9.16,92.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 08:13:00,4.0,16.05,180,8.10,53.6,9.15,92.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 10:13:00,4.0,16.42,188,8.09,55.9,9.13,93.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 12:13:00,4.0,16.88,197,8.06,58.8,9.05,93.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 14:13:00,4.0,17.08,207,8.06,57.1,9.02,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 16:13:00,4.0,17.30,215,8.02,58.5,9.02,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 18:13:00,4.0,17.46,221,7.84,61.0,9.00,94.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 20:13:00,4.0,16.95,223,7.77,58.9,9.05,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/05/2012 22:13:00,4.0,16.28,223,7.96,59.3,9.10,92.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 00:13:00,4.0,15.93,224,8.12,56.4,9.16,92.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 02:13:00,4.0,15.78,224,8.10,55.0,9.20,92.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 04:13:00,4.0,15.64,224,8.10,52.0,9.22,92.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 06:13:00,4.0,15.52,224,8.10,50.9,9.25,92.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 08:13:00,4.0,15.62,224,8.09,49.6,9.27,93.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 10:13:00,4.0,15.96,223,8.10,47.6,9.24,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 12:13:00,4.0,16.32,221,8.09,46.3,9.24,94.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 14:13:00,4.0,16.34,218,8.06,44.3,9.27,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 16:13:00,4.0,16.49,214,8.06,45.5,9.28,95.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 18:13:00,4.0,16.93,212,8.03,43.8,9.27,95.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 20:13:00,4.0,16.62,210,7.80,43.9,9.28,95.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/06/2012 22:13:00,4.0,16.39,208,7.91,45.3,9.30,95.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 00:13:00,4.0,16.23,207,7.96,45.0,9.31,94.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 02:13:00,4.0,16.01,207,8.02,44.0,9.35,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 04:13:00,4.0,15.89,206,8.05,45.0,9.37,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 06:13:00,4.0,15.68,206,8.10,44.1,9.38,94.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 08:13:00,4.0,15.52,205,8.10,43.2,9.41,94.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 10:13:00,4.0,15.85,205,8.11,42.3,9.38,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 12:13:00,4.0,16.19,204,8.07,41.6,9.40,95.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 14:13:00,4.0,16.33,203,8.04,39.4,9.38,95.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 16:13:00,4.0,16.43,202,8.02,40.5,9.39,96.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 18:13:00,4.0,16.59,201,8.00,41.7,9.38,96.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 20:13:00,4.0,16.22,199,7.84,40.8,9.40,95.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/07/2012 22:13:00,4.0,15.62,197,7.98,40.1,9.45,95.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 00:13:00,4.0,15.47,195,8.11,40.0,9.47,94.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 02:13:00,4.0,15.28,195,8.13,39.4,9.50,94.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 04:13:00,4.0,15.25,195,8.13,40.1,9.51,94.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 06:13:00,4.0,15.37,195,8.11,36.6,9.48,94.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 08:13:00,4.0,15.41,195,8.11,37.6,9.48,94.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 10:13:00,4.0,15.70,195,8.12,36.5,9.45,95.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 12:13:00,4.0,16.22,195,8.11,35.7,9.43,96.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 14:13:00,4.0,16.52,194,8.08,35.0,9.44,96.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 16:13:00,4.0,16.80,194,7.95,34.2,9.41,97.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 18:13:00,4.0,16.99,195,7.88,34.7,9.40,97.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 20:13:00,4.0,16.35,193,7.98,34.0,9.42,96.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/08/2012 22:13:00,4.0,15.93,193,7.91,33.6,9.45,95.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 00:13:00,4.0,15.60,192,8.10,31.7,9.51,95.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 02:13:00,4.0,15.31,192,8.15,32.4,9.53,95.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 04:13:00,4.0,15.10,192,8.15,30.7,9.57,95.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 06:13:00,4.0,15.05,192,8.11,31.2,9.56,95.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 08:13:00,4.0,15.01,193,8.10,32.1,9.57,94.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 10:13:00,4.0,15.68,195,8.12,31.7,9.51,95.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 12:13:00,4.0,16.10,196,8.09,30.6,9.47,96.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 14:13:00,4.0,16.46,197,8.08,30.7,9.46,96.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 16:13:00,4.0,16.58,198,8.05,31.7,9.45,96.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 18:13:00,4.0,16.32,199,7.92,30.2,9.46,96.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/09/2012 20:13:00,4.0,16.15,200,7.93,31.0,9.44,96.0,,,,,,,
