2012PN510253,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-05-16 13:41,WATER,DISCRETE SAMPLE,,101.299,,0,,1.593,,2.7,,85.8,,0,,-0.412,,0.51,,21.249,,8.824,,119.574,,55,,NA,,NA,,83.1,,23.1,,,,1.56,,0.12,,6.83,,,,8,,1.67,,,,1.99,,,,10.9,,,,219,,23.5,,9.96,,14,,13,,,,,,,,,,,
2012PN510260,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-05-22 10:01,WATER,DISCRETE SAMPLE,,107.638,,0,,1.947,,6.912,,95.212,,0,,-0.498,,0.59,,22.661,,8.936,,132.564,,45,,NA,,NA,,88.3,,25.6,,,,1.87,,0.12,,7.6,,,,7.94,,1.65,,,,2,,,,13.1,,,,237,,27.6,,10.97,,11.1,,11,,,,,,,,,,,
2012PN510275,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-05-28 12:00,WATER,DISCRETE SAMPLE,,111.051,,0,,1.555,,1.914,,93.014,,0,,-0.19,,0.49,,19.864,,8.43,,123.054,,35,,NA,,NA,,91.1,,25,,,,1.33,,0.12,,7.43,,,,8.05,,1.43,,,,1.54,,,,10.8,,,,233,,20.7,,9.57,,17.2,,8.1,,,,,,,,,,,
2012PN510297,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-05 14:18,WATER,DISCRETE SAMPLE,,114.098,,0,,1.325,,5.677,,99.277,,0,,-0.091,,0.57,,22.017,,8.312,,134.934,,35,,NA,,NA,,93.6,,26.7,,,,2.18,,0.12,,7.92,,,,8.13,,1.35,,,,1.06,,,,13.1,,,,240,,26.3,,8.2,,16.6,,4,,,,,,,,,,,
2012PN510302,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-12 10:35,WATER,DISCRETE SAMPLE,,115.439,,0,,1.902,,1.898,,96.598,,0,,-0.199,,0.45,,18.302,,8.377,,125.154,,30,,NA,,NA,,94.7,,26.6,,,,1.27,,0.13,,7.33,,,,7.98,,1.21,,,,0.95,,,,10.1,,,,228,,20.7,,7.35,,17.8,,2.7,,,,,,,,,,,
2012PN510334,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-19 12:25,WATER,DISCRETE SAMPLE,,112.758,,0,,1.815,,1.467,,93.967,,0,,-0.262,,0.54,,21.337,,8.514,,127.334,,35,,NA,,NA,,92.5,,25.2,,,,1.76,,0.12,,7.54,,,,7.99,,1.2,,,,1.17,,,,11.9,,,,230,,22.9,,7.3,,16.5,,4.3,,,,,,,,,,,
2012PN510349,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-26 13:32,WATER,DISCRETE SAMPLE,,113.367,,0,,21.671,,12.745,,105.745,,0,,-1.122,,0.57,,21.487,,9.163,,138.234,,40,,NA,,NA,,93,,28.4,,,,1.14,,0.14,,8.46,,,,6.92,,1.28,,,,1.37,,,,13.5,,,,234,,28.1,,7.09,,21.9,,4.6,,,,,,,,,,,
2012PN510356,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-07-10 08:28,WATER,DISCRETE SAMPLE,,116.415,,0,,1.964,,5.843,,101.343,,0,,-0.035,,0.65,,24.196,,8.039,,140.454,,60,,NA,,NA,,95.5,,27,,,,1.3,,0.14,,8.24,,,,7.97,,1.28,,,,1.95,,,,15.1,,,,241,,28.1,,5.93,,23.6,,,,11.4,,,,,,,,,
2012PN510378,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-07-25 12:00,WATER,DISCRETE SAMPLE,,104.834,,0,,2.448,,6.721,,92.721,,0,,-0.328,,0.52,,20.866,,8.486,,121.354,,125,,NA,,NA,,86,,24.8,,,,0.81,,0.1,,7.48,,,,7.83,,1.09,,,,5.05,,,,11.4,,,,213,,18.9,,5.86,,20.9,,,,24.3,,,,,,,,,
2012PN510403,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-08-11 13:13,WATER,DISCRETE SAMPLE,,104.834,,0,,1.688,,0,,85.553,,0,,-0.286,,0.39,,17.189,,8.562,,108.104,,60,,NA,,NA,,86,,23.1,,,,0.91,,0.12,,6.77,,,,7.99,,0.92,,,,2.67,,,,8.27,,,,191,,13.7,,9.71,,17.8,,,,16.5,,,,,,,,,
2012PN510413,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-08-27 10:51,WATER,DISCRETE SAMPLE,,108.491,,0,,2.056,,1.281,,90.281,,0,,-0.111,,0.44,,18.642,,8.142,,111.414,,40,,NA,,NA,,89,,24.4,,,,1.06,,0.12,,7.13,,,,7.92,,1.02,,,,0.3,,,,9.64,,,,203,,14.3,,9.68,,16.18,,,,7.24,,,,,,,,,
2012PN520012,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-09-17 14:36,WATER,DISCRETE SAMPLE,,129.214,,0,,1.274,,0,,102.441,,0,,-0.156,,0.65,,23.982,,8.513,,141.354,,65,,NA,,NA,,106,,26.5,,,,2.26,,0.13,,8.81,,,,8.2,,1.37,,,,0.54,,,,15.1,,,,249,,23,,12.05,,10.8,,,,5.8,,,,,,,,,
2012PN510439,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-10-10 12:50,WATER,DISCRETE SAMPLE,,106.663,,0,,1.155,,5.512,,93.012,,0,,-0.538,,0.48,,19.756,,9.236,,116.044,,35,,NA,,NA,,87.5,,24.9,,,,1.38,,0.13,,7.49,,,,8.16,,1.25,,,,1.75,,,,10.7,,,,215,,15.9,,12.6,,3.8,,,,7.27,,,,,,,,,
2012PN510451,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-10-25 16:43,WATER,DISCRETE SAMPLE,,129.214,,0,,1.809,,0,,102.252,,0,,-0.645,,0.64,,23.673,,9.341,,144.444,,40,,NA,,NA,,106,,27.1,,,,2.23,,0.12,,8.4,,,,8.05,,1.27,,,,4.38,,,,14.8,,,,256,,22.5,,8.13,,0.8,,,,9.45,,,,,,,,,
2012PN510471,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-03-17 15:15,WATER,DISCRETE SAMPLE,,163.346,,0,,4.701,,0,,132.547,,0,,0.036,,0.74,,24.156,,7.669,,187.806,,30,,NA,,NA,,134,,36.1,,,,2.87,,0.15,,10.3,,,,7.74,,1.64,,,,7.84,,,,19.7,,,,325,,27.3,,,,,,,,4.86,,,,,,,,,
2013PN510005,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-05 14:35,WATER,DISCRETE SAMPLE,,163.346,,0,,5.79,,0.194,,134.194,,0,,-0.058,,0.92,,28.149,,7.766,,203.706,,30,,NA,,NA,,134,,,,36.1,,8.76,,0.14,,,,10.7,,7.65,,,,1.95,,,,7.97,,,,24.6,,351,,31.5,,,,,,,,7.68,,,,,,,,,
2013PN510022,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-09 14:25,WATER,DISCRETE SAMPLE,,156.032,,0,,4.287,,1.975,,129.975,,0,,0.026,,0.79,,25.517,,7.707,,188.897,,35,,NA,,NA,,128,,,,35.4,,5.73,,0.14,,,,10.1,,7.76,,,,1.71,,,,7.88,,,,20.8,,330,,28.8,,,,,,,,5.9,,,,,,,,,
2013PN510036,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-13 12:25,WATER,DISCRETE SAMPLE,,140.185,,0,,2.984,,0,,113.124,,0,,0.027,,0.7,,24.503,,7.817,,172.498,,30,,NA,,NA,,115,,,,30.3,,6.15,,0.12,,,,9.1,,7.87,,,,1.75,,,,7.06,,,,17.2,,307,,30.4,,,,,,,,12.3,,,,,,,,,
2013PN510052,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-18 13:15,WATER,DISCRETE SAMPLE,,140.185,,0,,3.274,,0,,112.197,,0,,-0.026,,0.9,,29.178,,7.881,,173.916,,60,,NA,,NA,,115,,,,29.5,,7.3,,0.11,,,,9.36,,7.83,,,,2.75,,,,7.03,,,,21.9,,300,,26,,,,,,,,9.27,,,,,,,,,
2013PN510066,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-22 14:18,WATER,DISCRETE SAMPLE,,148.718,,0,,2.509,,0,,113.758,,0,,0.138,,0.92,,29.685,,7.694,,176.104,,70,,NA,,NA,,122,,,,29.4,,4.05,,0.12,,,,9.8,,7.97,,,,2.57,,,,6.72,,,,22.7,,304,,26.8,,,,,,,,18.8,,,,,,,,,
2013PN510078,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-24 11:45,WATER,DISCRETE SAMPLE,,145.061,,0,,2.079,,0,,113.506,,0,,0.195,,0.9,,29.169,,7.65,,174.76,,65,,NA,,NA,,119,,,,29.2,,4.37,,0.12,,,,9.86,,8.04,,,,2.59,,,,6.56,,,,22.1,,297,,27.9,,,,,,,,17.3,,,,,,,,,
2013PN510101,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-27 14:45,WATER,DISCRETE SAMPLE,,129.214,,0,,1.895,,0,,104.387,,0,,0.102,,0.91,,30.297,,7.827,,164.826,,70,,NA,,NA,,106,,,,26.9,,4.34,,0.11,,,,9.04,,8.03,,,,2.57,,,,5.99,,,,21.5,,287,,30.2,,,,,,,,41.4,,,,,,,,,
2013PN510117,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-29 14:30,WATER,DISCRETE SAMPLE,,130.433,,0,,1.869,,0,,101.355,,0,,0.099,,0.93,,30.773,,7.842,,163.662,,70,,NA,,NA,,107,,,,25.9,,3.88,,0.11,,,,8.91,,8.04,,,,2.69,,,,6.18,,,,21.4,,286,,29.9,,,,,,,,37,,,,,,,,,
2013PN510144,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-07 13:15,WATER,DISCRETE SAMPLE,,67.776,,0,,3.17,,2.281,,57.881,,0,,-0.905,,0.69,,29.995,,9.34,,95.566,,100,,NA,,NA,,55.6,,,,15.2,,1.03,,0.11,,,,4.84,,7.53,,,,2.81,,,,4.55,,,,12.1,,168,,21.3,,,,,,,,877,,,,,,,,,
2013PN510159,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-09 12:10,WATER,DISCRETE SAMPLE,,54.611,,0,,2.867,,5.205,,50.005,,0,,-1.104,,0.59,,28.187,,9.688,,80.945,,100,,NA,,NA,,44.8,,,,13.2,,0.7,,0.1,,,,4.14,,7.48,,,,2.66,,,,4.38,,,,9.63,,141,,19.1,,,,,,,,558,,,,,,,,,
2013PN510171,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-12 11:50,WATER,DISCRETE SAMPLE,,57.049,,0,,2.323,,10.919,,57.719,,0,,-0.913,,0.54,,25.18,,9.416,,86.253,,100,,NA,,NA,,46.8,,,,15.3,,0.71,,0.11,,,,4.74,,7.59,,,,2.36,,,,4.79,,,,9.39,,150,,20.6,,,,,,,,263,,,,,,,,,
2013PN510205,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-14 13:00,WATER,DISCRETE SAMPLE,,64.729,,0,,3.099,,7.81,,60.91,,0,,-0.909,,0.54,,24.946,,9.339,,93.599,,100,,NA,,NA,,53.1,,,,16.1,,0.72,,0.12,,,,5.03,,7.52,,,,2.2,,,,4.78,,,,9.73,,158,,22.9,,,,,,,,473,,,,,,,,,
2013PN510214,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-16 11:35,WATER,DISCRETE SAMPLE,,59.731,,0,,2.269,,13.151,,62.151,,0,,-0.838,,0.55,,25.157,,9.297,,91.618,,150,,NA,,NA,,49,,,,16.3,,0.69,,0.12,,,,5.21,,7.62,,,,2.04,,,,4.73,,,,10,,159,,23,,,,,,,,502,,,,,,,,,
2013PN510234,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-19 14:15,WATER,DISCRETE SAMPLE,,68.142,,0,,1.915,,11.352,,67.252,,0,,-0.616,,0.47,,21.849,,8.982,,93.401,,130,,NA,,NA,,55.9,,,,17.7,,0.6,,0.12,,,,5.6,,7.75,,,,1.72,,,,4.83,,,,8.92,,163,,20.3,,,,,,,,280,,,,,,,,,
2013PN510247,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-21 13:10,WATER,DISCRETE SAMPLE,,76.675,,0,,2.058,,6.674,,69.574,,0,,-0.531,,0.45,,20.829,,8.833,,96.726,,90,,NA,,NA,,62.9,,,,18.3,,0.59,,0.11,,,,5.8,,7.77,,,,1.69,,,,5.18,,,,8.67,,169,,18.5,,,,,,,,272,,,,,,,,,
2013PN510259,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-23 12:15,WATER,DISCRETE SAMPLE,,77.407,,0,,2.227,,10.774,,74.274,,0,,-0.517,,0.4,,18.523,,8.773,,96.574,,80,,NA,,NA,,63.5,,,,20.1,,0.52,,0.11,,,,5.85,,7.74,,,,1.52,,,,5.09,,,,7.96,,171,,17.2,,,,,,,,276,,,,,,,,,
2013PN510281,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-26 15:45,WATER,DISCRETE SAMPLE,,81.185,,0,,1.538,,8.498,,75.098,,0,,-0.315,,0.38,,17.491,,8.55,,95.996,,75,,NA,,NA,,66.6,,,,20.1,,0.54,,0.11,,,,6.05,,7.92,,,,1.42,,,,4.86,,,,7.49,,172,,15.4,,,,,,,,227,,,,,,,,,
2013PN510297,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-29 14:00,WATER,DISCRETE SAMPLE,,84.599,,0,,1.8,,1.307,,70.707,,0,,-0.368,,0.34,,16.406,,8.606,,92.702,,70,,NA,,NA,,69.4,,,,19.1,,0.48,,0.1,,,,5.59,,7.87,,,,1.26,,,,4.45,,,,6.52,,170,,13.5,,,,,,,,216,,,,,,,,,
2013PN510309,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-02 11:45,WATER,DISCRETE SAMPLE,,86.061,,0,,2.155,,7.03,,77.63,,0,,-0.394,,0.37,,16.888,,8.588,,98.631,,60,,NA,,NA,,70.6,,,,20.9,,0.59,,0.11,,,,6.18,,7.8,,,,1.37,,,,4.9,,,,7.41,,173,,14.7,,,,,,,,413,,,,,,,,,
2013PN510327,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-06 12:20,WATER,DISCRETE SAMPLE,,89.962,,0,,1.745,,8.262,,82.062,,0,,-0.247,,0.39,,17.303,,8.404,,104.292,,70,,NA,,NA,,73.8,,,,21.9,,0.96,,0.12,,,,6.65,,7.91,,,,1.32,,,,4.91,,,,8.05,,185,,16,,,,,,,,178,,,,,,,,,
2013PN510369,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-21 13:33,WATER,DISCRETE SAMPLE,,83.623,,0,,1.78,,4.086,,72.686,,0,,-0.374,,0.44,,20.098,,8.618,,99.882,,130,,NA,,NA,,68.6,,,,19.2,,0.51,,0.1,,,,6.01,,7.87,,,,1.16,,,,4.81,,,,8.57,,185,,18.3,,,,,,,,306,,,,,,,,,
2013PN510385,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-25 12:53,WATER,DISCRETE SAMPLE,,86.793,,0,,1.607,,8.201,,79.401,,0,,-0.262,,0.43,,18.955,,8.455,,103.921,,100,,NA,,NA,,71.2,,,,20.9,,0.73,,0.11,,,,6.61,,7.93,,,,1.23,,,,5.15,,,,8.7,,181,,17.7,,,,,,,,122,,,,,,,,,
2013PN510407,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-07-10 14:54,WATER,DISCRETE SAMPLE,,97.276,,0,,1.394,,6.576,,86.376,,0,,-0.061,,0.4,,17.567,,8.162,,108.094,,75,,NA,,NA,,79.8,,,,23.1,,0.79,,0.12,,,,6.97,,8.04,,,,1.15,,,,4.64,,,,8.6,,192,,14.8,,,,,,,,32.6,,,,,,,,,
2013PN510429,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-07-24 14:58,WATER,DISCRETE SAMPLE,,95.448,,0,,1.368,,2.388,,80.688,,0,,-0.103,,0.4,,18.162,,8.246,,103.084,,65,,NA,,NA,,78.3,,,,21.3,,0.85,,0.1,,,,6.68,,8.04,,,,1.03,,,,3.54,,,,8.36,,187,,14.2,,,,,,,,23,,,,,,,,,
2013PN510442,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-10 16:15,WATER,DISCRETE SAMPLE,,102.274,,0,,1.008,,3.802,,87.702,,0,,0.126,,0.43,,18.485,,7.948,,107.634,,70,,NA,,NA,,83.9,,,,23.4,,1.09,,0.11,,,,7.11,,8.2,,,,1.08,,,,2.08,,,,9.28,,193,,13.1,,,,,,,,6.18,,,,,,,,,
2013PN510456,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:31,WATER,TRIPLICATE SAMPLE - rep1,,102.64,,0,,1.371,,1.471,,85.671,,0,,-0.01,,0.42,,18.314,,8.091,,105.314,,40,,NA,,NA,,84.2,,,,22.9,,1.08,,0.11,,,,6.92,,8.07,,,,1.19,,,,0.77,,,,8.98,,190,,12.8,,,,,,,,4.49,,,,,,,,,
2013PN510457,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:36,WATER,TRIPLICATE SAMPLE - rep2,,101.665,,0,,1.209,,1.105,,84.505,,0,,PM,,0.43,,18.846,,PM,,104.574,,50,,NA,,NA,,83.4,,,,22.4,,1.08,,0.11,,,,6.94,,8.12,,,,1.21,,,,0.77,,,,9.18,,185,,12.8,,,,,,,,3.44,,,,,,,,,
2013PN510462,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:41,WATER,TRIPLICATE SAMPLE - rep3,,101.543,,0,,1.236,,0.124,,83.424,,0,,PM,,0.44,,19.004,,PM,,104.064,,55,,NA,,NA,,83.3,,,,22,,1.08,,0.11,,,,6.92,,8.11,,,,1.22,,,,0.75,,,,9.16,,191,,12.8,,,,,,,,3.87,,,,,,,,,
2013PN510484,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-09-19 13:43,WATER,DISCRETE SAMPLE,,109.832,,0,,1.162,,0.008,,90.108,,0,,0.138,,0.48,,19.945,,7.895,,114.958,,40,,NA,,NA,,90.1,,,,24.1,,1.71,,0.11,,,,7.27,,8.17,,,,1.28,,,,0.37,,,,10.5,,213,,15.5,,,,,,,,4.25,,,,,,,,,
2013PN510525,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-10-17 11:30,WATER,DISCRETE SAMPLE,,105.931,,0,,1.415,,6.299,,93.199,,0,,0.021,,0.56,,22.272,,8.028,,123.223,,75,,NA,,NA,,86.9,,,,24.2,,1.28,,0.11,,,,7.96,,8.07,,,,1.38,,,,4.6,,,,12.5,,172,,19,,,,,,,,11.1,,,,,,,,,
2013PN510543,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-10-27 12:59,WATER,DISCRETE SAMPLE,,101.421,,0,,1.234,,5.166,,88.366,,0,,0.034,,0.47,,19.655,,8.042,,114.667,,70,,NA,,NA,,83.2,,,,23.6,,1.1,,0.11,,,,7.15,,8.11,,,,1.18,,,,4.91,,,,10.1,,198,,16.3,,,,,,,,11.4,,,,,,,,,
2013PN510559,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-01-09 12:11,WATER,DISCRETE SAMPLE,,123.119,,0,,3.012,,9.519,,110.519,,0,,-0.088,,0.53,,19.849,,7.986,,144.216,,,,NA,,NA,,101,,,,29.9,,1.69,,0.12,,,,8.71,,7.81,,,,1.56,,,,7.35,,,,12.8,,247,,19.9,,,,,,,,,,,,,,,,,
2013PN510569,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-02-11 13:11,WATER,DISCRETE SAMPLE,,140.185,,0,,4.129,,0,,114.8,,0,,-0.094,,0.52,,19.318,,7.918,,154.924,,40,,NA,,NA,,115,,,,31.4,,1.71,,0.13,,,,8.84,,7.73,,,,1.23,,,,8.08,,,,12.8,,270,,20.6,,,,,,,,1460,,,,,,,,,
2013PN510591,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-03-17 17:19,WATER,DISCRETE SAMPLE,,130.433,,0,,3.931,,0,,100.989,,0,,-0.189,,0.62,,23.242,,8.098,,148.524,,35,,NA,,NA,,107,,,,27.6,,5.18,,0.11,,,,7.79,,7.72,,,,1.42,,,,6.56,,,,14.3,,270,,19.8,,,,,,,,23.1,,,,,,,,,
2014PN510104,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-04-03 13:15,WATER,DISCRETE SAMPLE,,129.214,,0,,2.75,,2.123,,108.123,,0,,-0.012,,0.53,,20.067,,7.894,,145.954,,40,,NA,,NA,,106,,,,29.6,,1.76,,0.13,,,,8.31,,7.87,,,,1.56,,,,7.47,,,,12.7,,252,,19.3,,13.92,,,,,,5.41,,,,,,,,,
2014PN510118,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-04-07 13:35,WATER,DISCRETE SAMPLE,,106.419,,0,,4.978,,13.107,,100.407,,0,,-0.466,,0.47,,18.814,,8.462,,132.33,,30,,NA,,NA,,87.3,,,,27.4,,2.01,,0.1,,,,7.77,,7.53,,,,1.55,,,,5.57,,,,10.9,,228,,22.9,,11.28,,,,,,26.2,,,,,,,,,
2014PN510125,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-04-12 12:00,WATER,DISCRETE SAMPLE,,118.121,,0,,3.027,,2.286,,99.186,,0,,-0.18,,0.64,,23.862,,8.15,,144.495,,70,,NA,,NA,,96.9,,,,26.4,,2.89,,0.11,,,,8.08,,7.79,,,,2.28,,,,6.1,,,,14.7,,251,,24.4,,13.36,,,,,,24.6,,,,,,,,,
