2014PN510562,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-08-20 10:09,WATER,DISCRETE SAMPLE,,13.3,,0.01,,0.81,,42.9,,0.004,L,0.001,,129,L,0.001,,0.199,L,0.001,,0.11,,0.174,L,0.02,,0.015,L,0.01,L,0.001,,965,,0.085,,0.007,,11.1,,69.8,,0.293,,0.53,L,0.001,L,0.005,L,0.001,,0.98,L,0.01,,0.06,L,0.001,,154,,0.01,L,0.001,L,0.005,,0.8,L,0.001,,0.123,,0.434,,0.095,,0.2,,0.3,
2014PN510587,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-03 12:45,WATER,TRIPLICATE SAMPLE - rep1,,8.9,,0.009,,0.72,,45.2,,0.006,L,0.001,,148,,0.002,,0.195,,0.001,,0.08,,0.141,,0.1,,0.031,,0.01,L,0.001,,924,,0.085,,0.027,,11.9,,40.5,,0.279,,0.49,,0.003,L,0.005,,0.001,,0.896,L,0.01,,0.05,,0.001,,159,,0.01,,0.001,L,0.005,,0.8,,0.006,,0.136,,0.451,,0.085,,0.2,,0.3,
2014PN510588,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-03 12:50,WATER,TRIPLICATE SAMPLE - rep2,,9.1,,0.01,,0.67,,45.5,,0.006,,0.001,,143,,0.002,,0.197,,0.002,,0.08,,0.143,,0.19,,0.029,,0.01,L,0.001,,934,,0.086,,0.045,,12.1,,39.2,,0.282,,0.5,,0.003,L,0.005,,0.001,,0.908,L,0.01,,0.06,,0.001,,157,L,0.01,,0.001,,1.15,,0.9,,0.005,,0.136,,0.46,,0.083,,0.3,,0.3,
2014PN510589,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-03 12:55,WATER,TRIPLICATE SAMPLE - rep3,,8.5,,0.035,,0.68,,44.2,,0.004,L,0.001,,145,,0.002,,0.186,,0.001,,0.07,,0.137,,0.12,,0.031,,0.01,L,0.001,,914,,0.082,,0.027,,11.8,,37.8,,0.274,,0.49,,0.003,L,0.005,,0.001,,0.909,L,0.01,,0.05,,0.001,,157,,0.01,,0.001,L,0.005,,0.8,,0.004,,0.13,,0.453,,0.082,,0.4,,0.3,
2014PN510607,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-14 11:57,WATER,DISCRETE SAMPLE,,7.8,,0.013,,0.62,,36.7,,0.006,L,0.001,,99.8,,0.001,,0.165,L,0.001,,0.08,,0.116,,0.2,L,0.001,,0.01,L,0.001,,921,,0.07,,0.021,,10.5,,28.6,,0.234,,0.43,,0.001,L,0.005,,0.003,,0.809,L,0.01,,0.05,L,0.001,,133,L,0.01,L,0.001,L,0.005,,0.7,,0.002,,0.0883,,0.321,,0.075,,1.4,,0.3,
2014PN510625,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-10-01 10:56,WATER,DISCRETE SAMPLE,,34,,0.011,,0.58,,27.7,,0.006,,0.001,,43.2,,0.002,,0.137,,0.003,,0.11,,0.102,,0.18,,0.014,L,0.01,L,0.001,,704,,0.067,,0.041,,7.12,,33,,0.192,,0.43,,0.004,L,0.005,L,0.001,,1.35,L,0.01,,0.04,,0.001,,90.5,L,0.01,,0.001,L,0.005,,1.4,,0.001,,0.0446,,0.307,,0.075,,0.7,,0.2,
2014PN510649,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-10-15 12:45,WATER,DISCRETE SAMPLE,,16.5,,0.011,,0.51,,24.4,,0.004,L,0.001,,49.5,L,0.001,,0.118,L,0.001,,0.08,,0.085,,2.08,,0.001,L,0.01,L,0.001,,692,,0.052,,0.02,,6.96,,27.1,,0.158,,0.38,,0.003,L,0.005,L,0.001,,0.722,L,0.01,,0.03,L,0.001,,82.7,L,0.01,L,0.001,L,0.005,,0.6,,0.003,,0.0401,,0.206,,0.063,,0.9,,0.2,
2014PN510688,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-12-16 11:54,WATER,DISCRETE SAMPLE,,31.1,,0.046,,0.43,,61.6,,0.009,,0.002,,176,,,,0.363,,0.004,,0.17,,0.121,,0.23,,0.019,,0.01,L,0.001,,1700,,0.151,,0.065,,16.1,,74,,0.27,,0.35,,0.007,L,0.005,L,0.001,,1.08,,0.02,,0.06,,0.002,,202,L,0.01,,0.002,,0.005,,1.9,,0.009,,0.162,,0.367,,0.135,,1.6,,0.4,
2014PN510694,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2015-01-21 09:28,WATER,DISCRETE SAMPLE,,18.2,,0.031,,0.36,,73.4,,0.007,,0.002,,247,,,,0.292,,0.004,,0.16,,0.109,,0.21,,0.01,L,0.01,L,0.001,,1120,,0.122,,0.061,,20.9,,53,,0.449,,0.32,,0.005,L,0.005,L,0.001,,0.95,,0.02,,0.05,,0.001,,251,L,0.01,L,0.001,L,0.005,,1.3,,0.009,,0.183,,0.317,,0.099,,1.4,,0.4,
2014PN510725,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2015-03-14 12:48,WATER,DISCRETE SAMPLE,,36.2,L,0.001,,0.36,,84.1,,0.009,,0.002,,266,,,,0.631,,0.013,,0.05,,0.198,,0.06,,0.031,,0.04,L,0.001,,1280,,0.249,,0.119,,23.7,,112,,0.527,,0.37,,0.004,L,0.005,L,0.001,,1.05,,0.03,,0.05,L,0.001,,270,L,0.01,,0.004,L,0.005,,2,,0.009,,0.203,,0.41,,0.197,,0.7,,0.4,
2012PN510003,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-04 17:00,WATER,DISCRETE SAMPLE,,72.2,,0.01,,0.43,,80.4,,0.009,,0.001,,245,,0.003,,0.276,,0.015,,0.11,,0.123,,0.27,L,0.001,,0.02,L,0.001,,637,,0.119,L,0.005,,28,,32.8,,0.578,,0.48,,0.007,L,0.005,L,0.001,,1.24,,0.03,,0.04,,0.002,,328,L,0.01,,0.002,L,0.005,,1.4,,0.009,,0.225,,0.414,,0.111,,0.5,,0.3,
2012PN510018,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-11 15:45,WATER,DISCRETE SAMPLE,,81.2,,0.007,,0.46,,78.2,,0.01,,0.001,,233,,0.003,,0.328,,0.018,,0.16,,0.135,,0.29,L,0.001,,0.02,L,0.001,,693,,0.141,L,0.005,,26.3,,38.6,,0.609,,0.42,,0.007,L,0.005,L,0.001,,1.31,,0.03,,0.04,,0.001,,319,L,0.01,,0.002,,0.022,,1.9,,0.01,,0.218,,0.476,,0.127,,0.4,,0.3,
2012PN510019,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-12 09:15,WATER,DISCRETE SAMPLE,,57.8,,0.007,,0.42,,77.2,,0.009,L,0.001,,231,,0.003,,0.247,,0.012,,0.1,,0.111,,0.32,L,0.001,,0.01,L,0.001,,603,,0.106,L,0.005,,26.9,,36.3,,0.592,,0.38,,0.005,L,0.005,L,0.001,,1.25,,0.01,,0.04,,0.001,,319,,0.01,,0.002,,0.012,,1.3,,0.007,,0.221,,0.359,,0.097,,0.3,,0.3,
2012PN510034,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-13 14:20,WATER,DISCRETE SAMPLE,,106,,0.009,,0.46,,72.5,,0.01,,0.001,,218,,0.003,,0.404,,0.021,,0.18,,0.156,,0.36,L,0.001,,0.02,L,0.001,,843,,0.174,L,0.005,,25.8,,50,,0.54,,0.51,,0.008,L,0.005,L,0.001,,1.38,,0.03,,0.05,,0.002,,296,L,0.01,,0.002,,0.015,,2.6,,0.007,,0.229,,0.539,,0.146,,0.4,,0.3,
2012PN510040,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-15 12:49,WATER,DISCRETE SAMPLE,,76.4,,0.005,,0.53,,75.1,,0.009,,0.001,,201,,0.004,,0.388,,0.016,,0.14,,0.149,,0.34,L,0.001,L,0.01,L,0.001,,1050,,0.172,L,0.005,,24.2,,43.8,,0.53,,0.5,,0.007,L,0.005,L,0.001,,1.63,,0.03,,0.05,,0.001,,290,L,0.01,,0.002,,0.019,,2.1,,0.007,,0.209,,0.477,,0.145,,0.7,,0.3,
2012PN510053,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-16 09:21,WATER,DISCRETE SAMPLE,,44.6,,0.007,,0.51,,75.5,,0.008,,0.001,,203,,0.004,,0.338,,0.01,,0.11,,0.128,,0.31,L,0.001,,0.01,L,0.001,,1110,,0.144,,0.015,,23.7,,41.1,,0.529,,0.46,,0.006,L,0.005,L,0.001,,1.74,,0.03,,0.04,,0.002,,287,L,0.01,,0.002,L,0.005,,1.6,,0.008,,0.201,,0.378,,0.116,,0.6,,0.3,
2012PN510067,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-18 12:15,WATER,DISCRETE SAMPLE,,52,,0.017,,0.5,,75.7,,0.008,,0.001,,202,,0.003,,0.371,,0.012,,0.12,,0.141,,0.28,L,0.001,,0.01,L,0.001,,1230,,0.155,,0.021,,24,,39.5,,0.548,,0.45,,0.007,L,0.005,L,0.001,,1.86,,0.03,,0.04,,0.002,,281,,0.01,,0.002,,0.071,,2.3,,0.007,,0.195,,0.382,,0.131,,3.4,,0.4,
2012PN510086,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-19 15:15,WATER,DISCRETE SAMPLE,,138,,0.007,,0.63,,72.7,,0.014,,0.002,,179,,0.004,,0.675,,0.027,,0.25,,0.211,,0.48,L,0.001,,0.02,,0.001,,1730,,0.288,,0.096,,21.7,,64.9,,0.511,,0.57,,0.013,L,0.005,L,0.001,,2.06,,0.06,,0.04,,0.003,,253,,0.01,,0.004,L,0.005,,3.5,,0.009,,0.185,,0.672,,0.228,,1,,0.5,
2012PN510087,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-20 09:50,WATER,DISCRETE SAMPLE,,7.6,,0.017,,0.5,,61.2,,0.008,L,0.001,,152,,0.004,,0.247,,0.003,,0.05,,0.102,,0.05,L,0.001,L,0.01,L,0.001,,1100,,0.105,,0.543,,17.8,,23.1,,0.457,,0.37,,0.006,L,0.005,,0.001,,2.09,,0.02,,0.02,,0.005,,220,L,0.01,,0.001,,0.021,,0.8,,0.005,,0.161,,0.247,,0.101,,0.8,,0.3,
2012PN510108,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-22 12:00,WATER,DISCRETE SAMPLE,,474,,0.03,,1.2,,67.2,,0.036,,0.007,,97.7,,0.012,,1.94,,0.102,,0.76,,0.626,,0.57,L,0.001,,0.02,,0.001,,3430,,0.847,,1.78,,12.9,,207,,0.386,,1.17,,0.024,L,0.005,,0.001,,4.03,,0.18,,0.03,,0.007,,160,L,0.01,,0.008,,0.146,,9.7,,0.019,,0.146,,1.64,,0.671,,3.8,,0.7,
2012PN510121,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-23 14:15,WATER,DISCRETE SAMPLE,,729,,0.035,,1.68,,77.1,,0.056,,0.011,,78.9,,0.018,,3.55,,0.142,,1.21,,1.01,,1.1,,0.038,,0.03,,0.002,,5140,,1.53,,1.14,,11.6,,362,,0.408,,1.73,,0.035,L,0.005,L,0.001,,4.75,,0.21,,0.04,,0.01,,144,L,0.01,,0.012,,0.171,,14.6,,0.011,,0.171,,2.69,,1.2,,7.6,,0.9,
2012PN510123,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-25 09:20,WATER,DISCRETE SAMPLE,,133,,0.029,,0.8,,46,,0.014,,0.005,,54,,0.026,,0.73,,0.029,,0.23,,0.324,,0.58,L,0.001,L,0.01,L,0.001,,2340,,0.312,,0.446,,8.91,,147,,0.343,,0.67,,0.009,L,0.005,L,0.001,,3.77,,0.03,,0.03,,0.005,,116,,0.01,,0.002,,0.822,,2.7,,0.006,,0.0734,,0.55,,0.265,,3.3,,0.3,
2012PN510141,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-26 11:35,WATER,DISCRETE SAMPLE,,199,,0.018,,0.85,,42.5,,0.017,,0.003,,45.5,,0.007,,0.818,,0.042,,0.31,,0.33,,0.02,L,0.001,L,0.01,L,0.001,,2270,,0.363,,0.343,,7.57,,130,,0.294,,0.62,,0.009,L,0.005,L,0.001,,3.46,,0.06,,0.01,,0.003,,95.2,L,0.01,,0.004,,0.063,,4.2,,0.005,,0.069,,0.677,,0.277,,2.8,,0.3,
2012PN510156,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-28 13:30,WATER,DISCRETE SAMPLE,,200,,0.023,,0.88,,43.4,,0.02,,0.002,,45.4,,0.009,,1.14,,0.044,,0.32,,0.413,,0.24,L,0.001,L,0.01,,0.001,,2790,,0.493,,0.431,,7.78,,191,,0.27,,0.71,,0.011,L,0.005,L,0.001,,3.24,,0.06,,0.02,,0.005,,91.2,L,0.01,,0.003,,0.087,,4.5,,0.004,,0.0806,,0.849,,0.39,,3.1,,0.4,
2012PN510147,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-29 09:00,WATER,DISCRETE SAMPLE,,28.9,,0.016,,0.53,,40.3,,0.01,,0.007,,45.9,,0.007,,0.429,,0.007,,0.06,,0.121,L,0.02,L,0.001,L,0.01,L,0.001,,1250,,0.198,,0.224,,7.13,,37.3,,0.255,,0.41,,0.004,L,0.005,L,0.001,,2.61,,0.01,,0.02,,0.002,,85.1,L,0.01,,0.001,,0.131,,0.8,,0.003,,0.0599,,0.309,,0.206,,2.9,,0.2,
2012PN510170,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-01 12:51,WATER,DISCRETE SAMPLE,,529,,0.031,,1.12,,44.6,,0.03,,0.009,,37.9,,0.034,,1.43,,0.101,,0.86,,0.539,,1.1,,0.169,,0.01,L,0.001,,2930,,0.631,,0.748,,7.69,,189,,0.278,,1.07,,0.023,L,0.005,L,0.001,,3.52,,0.14,,0.05,,0.012,,84.5,L,0.01,,0.009,,0.056,,9.9,,0.008,,0.0817,,1.8,,0.489,,2.9,,0.5,
2012PN510185,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-02 15:50,WATER,DISCRETE SAMPLE,,430,,0.034,,1.14,,45.9,,0.031,,0.007,,37.2,,0.011,,1.72,,0.09,,0.76,,0.54,,0.96,,0.065,,0.01,,0.001,,3070,,0.742,,0.671,,7.12,,191,,0.266,,1.15,,0.021,L,0.005,,0.001,,3.26,,0.13,,0.04,L,0.001,,82.7,L,0.01,,0.008,,0.071,,8.2,,0.005,,0.0858,,1.45,,0.594,,4.7,,0.5,
2012PN510186,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-03 09:40,WATER,DISCRETE SAMPLE,,466,,0.03,,1.25,,48.6,,0.034,,0.006,,35.5,,0.014,,1.68,,0.087,,0.7,,0.591,,0.93,,0.072,,0.01,,0.001,,3410,,0.735,,0.595,,6.96,,231,,0.284,,1.12,,0.024,L,0.005,L,0.001,,3.09,,0.16,,0.04,L,0.001,,80.3,,0.01,,0.01,,0.044,,8.9,,0.004,,0.0871,,1.63,,0.587,,4.8,,0.5,
2012PN510202,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-04 11:40,WATER,DISCRETE SAMPLE,,207,,0.025,,0.87,,37.2,,0.019,,0.014,,38.7,,0.015,,0.972,,0.043,,0.31,,0.337,,0.67,L,0.001,,0.01,L,0.001,,2220,,0.42,,0.339,,6.82,,134,,0.258,,0.75,,0.009,L,0.005,,0.006,,2.3,,0.05,,0.04,L,0.001,,78.8,L,0.01,,0.004,,0.082,,4,,0.004,,0.0695,,0.838,,0.358,,3.4,,4.1,
2012PN510217,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-06 15:11,WATER,DISCRETE SAMPLE,,195,,0.022,,0.8,,33.6,,0.02,,0.005,,39.5,,0.011,,0.893,,0.039,,0.32,,0.29,,0.72,L,0.001,L,0.01,L,0.001,,1770,,0.39,,0.331,,6.97,,90.2,,0.244,,0.76,,0.01,L,0.005,,0.001,,2.09,,0.05,,0.01,L,0.001,,75.7,L,0.01,,0.004,,0.028,,4.1,,0.002,,0.0678,,0.811,,0.319,,3.1,,0.3,
2012PN510218,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-08 09:47,WATER,DISCRETE SAMPLE,,1900,,0.065,,2.38,,71.7,,0.124,,0.021,,40.1,,0.046,,6.14,,0.319,,2.78,,1.98,,2.76,,0.57,,0.08,,0.004,,7180,,2.66,,1.8,,8.89,,510,,0.288,,3.35,,0.101,L,0.005,,0.002,,5.95,,0.48,,0.07,L,0.001,,80.9,L,0.01,,0.03,,0.092,,37.1,,0.012,,0.293,,5.67,,1.92,,30,,1.1,
2012PN510232,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-10 13:09,WATER,DISCRETE SAMPLE,,83.4,,0.024,,0.56,,27.9,,0.013,,0.002,,39.4,,0.006,,0.498,,0.019,,0.14,,0.159,,0.45,L,0.001,L,0.01,L,0.001,,974,,0.216,,0.18,,6.75,,47.4,,0.23,,0.62,,0.006,L,0.005,,0.002,,1.45,,0.03,,0.03,L,0.001,,72,L,0.01,,0.002,,0.056,,2.4,,0.003,,0.0589,,0.387,,0.199,,3,,0.3,
2012PN510246,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-12 13:18,WATER,DISCRETE SAMPLE,,131,,0.027,,0.57,,27.2,,0.023,,0.002,,38.4,,0.005,,0.486,,0.027,,0.24,,0.175,,0.81,L,0.001,L,0.01,L,0.001,,925,,0.218,,0.202,,6.77,,39.3,,0.245,,0.63,,0.009,L,0.005,L,0.001,,1.44,,0.05,,0.03,,0.002,,72.4,L,0.01,,0.003,,0.042,,2.6,,0.003,,0.0548,,0.569,,0.196,,1.3,,0.2,
2012PN510247,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-16 10:15,WATER,DISCRETE SAMPLE,,66.5,,0.025,,0.52,,27.6,,0.009,,0.001,,46.3,,0.006,,0.326,,0.015,,0.23,,0.123,,0.42,,0.032,,0.01,L,0.001,,625,,0.147,,0.109,,7.14,,32.3,,0.245,,0.53,,0.005,L,0.005,L,0.001,,1.17,L,0.01,,0.05,,0.003,,75.6,,0.01,,0.002,,0.038,,1,,0.002,,0.0558,,0.234,,0.136,,1.1,,0.2,
2012PN510265,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-22 12:22,WATER,DISCRETE SAMPLE,,299,,0.028,,0.74,,29.1,,0.023,,0.004,,37.9,,0.006,,0.984,,0.059,,0.47,,0.29,,0.71,,0.115,,0.02,L,0.001,,1100,,0.432,,0.304,,7.1,,63.8,,0.201,,0.87,,0.013,L,0.005,L,0.001,,1.52,L,0.01,,0.06,,0.004,,74.1,,0.01,,0.005,,0.015,,6,,0.003,,0.0674,,0.916,,0.361,,2.6,,0.4,
2012PN510283,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-28 14:45,WATER,DISCRETE SAMPLE,,115,,0.029,,0.58,,27,,0.014,,0.002,,45.4,,0.008,,0.409,,0.025,,0.25,,0.131,,0.44,,0.051,L,0.01,L,0.001,,583,,0.184,,0.12,,7.35,,36.8,,0.208,,0.59,,0.008,L,0.005,,0.001,,1.05,L,0.01,,0.06,,0.003,,78.1,L,0.01,,0.003,,0.021,,2,,0.005,,0.0593,,0.469,,0.167,,1.5,,0.2,
2012PN510288,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-05 09:51,WATER,DISCRETE SAMPLE,,154,,0.023,,0.74,,32.9,,0.016,,0.003,,58.9,,0.004,,0.529,,0.034,,0.26,,0.195,,0.47,,0.124,,0.02,,0.001,,775,,0.235,,0.154,,9.44,,44.5,,0.233,,0.81,,0.013,L,0.005,L,0.001,,1.2,L,0.01,,0.08,,0.001,,111,L,0.01,,0.004,,0.141,,3,,0.005,,0.0857,,0.732,,0.212,,1.5,,0.3,
2012PN510307,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-12 14:37,WATER,TRIPLICATE SAMPLE - rep1,,109,,0.019,,0.72,,34.7,,0.013,,0.002,,69.6,,0.008,,0.374,,0.022,,0.24,,0.17,,0.45,,0.066,,0.02,L,0.001,,644,,0.171,,0.122,,10.5,,45.6,,0.271,,0.71,,0.005,L,0.005,L,0.001,,1.07,L,0.01,,0.07,,0.001,,123,,0.01,,0.003,,0.351,,2.6,,0.003,,0.0896,,0.512,,0.161,,1,,0.3,
2012PN510308,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-12 14:42,WATER,TRIPLICATE SAMPLE - rep2,,118,,0.018,,0.75,,35,,0.013,,0.002,,75.2,,0.005,,0.385,,0.026,,0.23,,0.178,,0.39,,0.061,,0.02,,0.001,,653,,0.172,,0.108,,10.7,,48.6,,0.275,,0.82,,0.006,L,0.005,L,0.001,,1.09,L,0.01,,0.06,,0.001,,124,,0.01,,0.003,,0.083,,1.9,,0.004,,0.0885,,0.482,,0.167,,1.1,,0.3,
2012PN510309,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-12 14:47,WATER,TRIPLICATE SAMPLE - rep3,,111,,0.016,,0.75,,35.4,,0.011,,0.002,,74.7,,0.003,,0.386,,0.024,,0.23,,0.179,,0.49,,0.065,,0.01,L,0.001,,680,,0.177,,0.109,,11,,48.8,,0.284,,0.75,,0.008,L,0.005,L,0.001,,1.1,L,0.01,,0.06,,0.001,,125,,0.01,,0.002,,0.02,,1.9,,0.004,,0.0915,,0.46,,0.167,,0.7,,0.3,
